,eig,first,prob,second,third
64,0.00493842284372225,2,0.037037037037037035,5,5
65,0.00246913632833895,2,0.0,5,6
66,6.938893903907228e-16,2,0.0,6,1
67,5.346325743227354e-10,2,0.0,6,2
68,6.938893903907228e-16,2,0.0,6,3
69,0.002469136328338964,2,0.0,6,4
70,0.00246913632833895,2,0.0,6,5
71,6.938893903907228e-16,2,0.0,6,6
72,0.0,3,0.0,1,1
73,6.938893903907228e-16,3,0.0,1,2
74,0.0,3,0.0,1,3
75,6.938893903907228e-16,3,0.0,1,4
76,6.938893903907228e-16,3,0.0,1,5
77,0.0,3,0.0,1,6
78,6.938893903907228e-16,3,0.0,2,1
79,5.346325743227354e-10,3,0.0,2,2
80,6.938893903907228e-16,3,0.0,2,3
81,0.002469136328338964,3,0.0,2,4
82,0.00246913632833895,3,0.0,2,5
83,6.938893903907228e-16,3,0.0,2,6
84,0.0,3,0.0,3,1
85,6.938893903907228e-16,3,0.0,3,2
86,0.0,3,0.0,3,3
87,6.938893903907228e-16,3,0.0,3,4
88,6.938893903907228e-16,3,0.0,3,5
89,0.0,3,0.0,3,6
90,6.938893903907228e-16,3,0.0,4,1
91,0.002469136328338964,3,0.0,4,2
92,6.938893903907228e-16,3,0.0,4,3
93,5.346325743227354e-10,3,0.0,4,4
94,0.002469136328338964,3,0.0,4,5
95,6.938893903907228e-16,3,0.0,4,6
96,6.938893903907228e-16,3,0.0,5,1
97,0.002469136328338964,3,0.0,5,2
98,6.938893903907228e-16,3,0.0,5,3
99,0.002469136328338964,3,0.0,5,4
100,5.346325743227354e-10,3,0.0,5,5
